txHash,tokenId,class,breedCount,withPrice,withPriceUsd,timestamp,numJapan,numMystic,numXmas,level,shouldAscend,part1,part2,part3,part4,part5,part6,summer2022,agamogenesis
0x09d250ae6b28f55aff9d978e3de6076d6c0eb92ac4d8eb5a97bace94bf42c20b,11864801,Aquatic,0,"0,0085057","13,79",2023-09-17 19:40:25,0,0,0,2,False,eyes-gero,ears-leafy,back-buzz-buzz,mouth-zigzag,horn-bamboo-shoot,tail-shrimp,0,0
0xb4bb62035aeef52467b693ea269903972951b36b9fb53c2ed1465999bf81c5e4,3423010,Bird,3,"0,001098","1,78",2023-09-17 19:40:10,0,0,0,1,False,eyes-mavis,ears-peace-maker,back-raven,mouth-peace-maker,horn-kestrel,tail-post-fight,0,0
0x560d137a003c6807a2df4d669849f2401aa3d1964018dc2ac56c8103c3686de1,11866464,Bug,3,"0,009","14,59",2023-09-17 19:39:52,0,0,0,1,False,eyes-topaz,ears-innocent-lamb,back-garish-worm,mouth-square-teeth,horn-babylonia,tail-nimo,0,0
0xd286d5f7204715204c1fe2a6b90a63f85b6c9ad43ae53183840bc6e63fe0811d,9462372,Plant,0,"0,0009","1,46",2023-09-17 19:39:19,0,0,0,1,False,eyes-confused,ears-clover,back-pumpkin,mouth-serious,horn-watermelon,tail-yam,0,0
0xc6504be592e7818812cfcd64f6c25ce61b2da08f60de9f3641212558b4dd24f5,10656968,Beast,0,"0,00169","2,74",2023-09-17 19:38:13,0,0,0,4,False,eyes-chubby,ears-nut-cracker,back-ronin,mouth-nut-cracker,horn-imp,tail-nut-cracker,0,0
0xd8019af9881fc905c4908fc1f4bba27054a907f02916900a31ffb58134f17983,11868455,Dawn,3,"0,00905","14,67",2023-09-17 19:37:34,0,0,0,2,False,eyes-topaz,ears-innocent-lamb,back-timber,mouth-square-teeth,horn-bumpy,tail-nimo,0,0
0x11c7cc3fedeffd52d082bd9a725a4c12197d03880b97a48ccdbabaf7f796946d,11861606,Aquatic,3,"0,01","16,21",2023-09-17 19:37:16,0,0,0,2,False,eyes-topaz,ears-innocent-lamb,back-timber,mouth-square-teeth,horn-bumpy,tail-nimo,0,0
0xf5bfc2b69f764a4021b155698bb3a69ff92922802441b4bfcec56a37bfcfa656,2152582,Aquatic,0,"0,0009","1,46",2023-09-17 19:37:13,0,0,0,1,False,eyes-telescope,ears-inkling,back-perch,mouth-risky-fish,horn-cactus,tail-nimo,0,0
0x04015af229f5d36bd7865e838cdab40a5accf885b3701295fc558092d6e7a722,11865732,Bug,0,"0,01","16,21",2023-09-17 19:37:04,0,0,0,2,False,eyes-topaz,ears-innocent-lamb,back-spiky-wing,mouth-risky-fish,horn-babylonia,tail-nimo,0,0
0x5a925ed51dffc81c4c698c0571ca22939a72e4431d35ff3df977974d666c9773,8527785,Aquatic,4,"0,00127","2,06",2023-09-17 19:35:52,0,0,0,1,False,eyes-gero,ears-nimo,back-anemone,mouth-lam,horn-anemone,tail-nimo,0,0
0x76ade6edb8585278bc1d7e171442f084118c926be6f745507a7d2bd41a63763c,296838,Bird,3,"0,0012","1,95",2023-09-17 19:35:43,0,0,0,1,False,eyes-mavis,ears-peace-maker,back-raven,mouth-peace-maker,horn-kestrel,tail-the-last-one,0,0
0x4765113a5478d6bacca146f32bb86ee847baa5a8bcf0543fc0d1442fdef45cf8,223241,Plant,1,"0,04","64,84",2023-09-17 19:35:40,1,0,0,1,False,eyes-papi,ears-lotus,back-yakitori,mouth-zigzag,horn-merry,tail-hot-butt,0,0
0x1149b312ef6af5cebe22734eff34bdcbaa18b7ab73d2cc1ba43879eda519a0ee,8854758,Aquatic,3,"0,001","1,62",2023-09-17 19:35:40,0,0,0,1,False,eyes-clear,ears-inkling,back-goldfish,mouth-risky-fish,horn-oranda,tail-koi,0,0
0x0cad011fb511f65aa61def1d44d6dd6b20eebd2f9c1060d3a036aa1f3e025ad4,11835355,Reptile,0,"0,004","6,48",2023-09-17 19:35:19,0,0,0,1,False,eyes-sleepless,ears-small-frill,back-green-thorns,mouth-tiny-turtle,horn-dual-blade,tail-cottontail,0,0
0xb56015371a30a84f1827f6a95b47ffbcad3518738562c345332bc7fb8206a9a0,11297339,Mech,3,"0,001","1,62",2023-09-17 19:34:49,0,0,0,1,False,eyes-mavis,ears-seaslug,back-risky-beast,mouth-toothless-bite,horn-pocky,tail-nut-cracker,0,0
0xda3a58740ce093ca641f2439e7b420e3fd5f08f551d6a2f15ab6d5b6ce0fffe5,11769418,Bug,4,"0,00207","3,36",2023-09-17 19:34:49,0,0,0,1,False,eyes-topaz,ears-innocent-lamb,back-kingfisher,mouth-square-teeth,horn-merry,tail-nimo,0,0
0x221db1e3f1d3de838e55f39015be226c86b8303ac5d8022ca350b43104e56ebf,10827090,Plant,0,"0,005","8,11",2023-09-17 19:33:58,0,0,0,1,False,eyes-papi,ears-hollow,back-bone-sail,mouth-pincer,horn-parasite,tail-yam,0,0
0xff7ae5cd57219ba27bc37bf8c3c0dde1b121e7988f9f2064347da639b1ba4f56,4997375,Beast,0,"0,00132","2,14",2023-09-17 19:33:16,0,0,0,1,False,eyes-zeal,ears-nut-cracker,back-ronin,mouth-goda,horn-imp,tail-nut-cracker,0,0
0xca91b94b8715089bd247f271d6f36db8eeeae25160ef43a4011844cd1e6f29ec,11722704,Plant,3,"0,0025","4,05",2023-09-17 19:33:04,0,0,0,2,False,eyes-little-owl,ears-owl,back-shiitake,mouth-little-owl,horn-feather-spear,tail-feather-fan,0,0
0x4f119185b0ba6f58e77c3ae70a9d85f4fe15e1122ca5d752d58826f383082444,11654990,Bug,2,"0,004","6,48",2023-09-17 19:32:34,0,0,0,9,True,eyes-little-peas,ears-innocent-lamb,back-garish-worm,mouth-confident,horn-wing-horn,tail-cloud,0,0
0x2b146dfb889058f2d4cf24beaf7c3c2a8668226042bb5c4d4d3f21a63e168d3f,1073115,Reptile,4,"0,00288","4,67",2023-09-17 19:32:01,0,0,0,1,False,eyes-tricky,ears-ear-breathing,back-snail-shell,mouth-tiny-turtle,horn-lagging,tail-thorny-caterpillar,0,0
0x82e5fb9d56ca9bf580ed7a2d1da93e27e73d6615378f2632b13ff12609c20efa,11039852,Dusk,1,"0,001375","2,23",2023-09-17 19:31:58,0,0,0,1,False,eyes-clear,ears-gill,back-bone-sail,mouth-tiny-turtle,horn-wing-horn,tail-post-fight,0,0
0x48695f7e599577bdf528278cbe4a4319baef04bcc7c19fa3218f4ba690388430,11863543,Bug,0,"0,0045","7,29",2023-09-17 19:31:55,0,0,0,1,False,eyes-topaz,ears-leafy,back-garish-worm,mouth-risky-fish,horn-bamboo-shoot,tail-cottontail,0,0
0x2acc9918272660714412b195d9d2abd3552842c56988fb6568df8f39770d30e9,11479956,Bird,5,"0,0015","2,43",2023-09-17 19:31:43,0,0,0,1,False,eyes-mavis,ears-earwing,back-tri-feather,mouth-peace-maker,horn-pliers,tail-the-last-one,0,0
0xc9bdd41793a438e8de13dc9cdf37d01d7d898589829b0b34ea34752541b8e4f3,9992586,Reptile,2,"0,00433","7,02",2023-09-17 19:31:34,0,0,0,1,False,eyes-blossom,ears-clover,back-garish-worm,mouth-toothless-bite,horn-cerastes,tail-grass-snake,0,0
0xd40c857b0cfcb8c21d74e6272a53c155f3e917b2ad7bf79177a1fdd2d8cc2d14,4579637,Plant,4,"0,00099657","1,62",2023-09-17 19:31:13,0,0,0,1,False,eyes-mavis,ears-rosa,back-pumpkin,mouth-serious,horn-leaf-bug,tail-yam,0,0
0xb82152503251c7bdf907d098664ade22a94068df02bb0864af88660b005c196a,11868594,Aquatic,4,"0,01741843","28,24",2023-09-17 19:30:58,0,0,0,1,False,eyes-nerdy,ears-leafy,back-buzz-buzz,mouth-square-teeth,horn-bamboo-shoot,tail-nimo,0,0
0x2277027b3578a4109af048965a28cf1cb1ce65c0c2d128fbc490af63a03fe8ab,11770756,Dusk,2,"0,0039","6,32",2023-09-17 19:30:58,0,0,0,10,False,eyes-neo,ears-inkling,back-goldfish,mouth-doubletalk,horn-parasite,tail-tadpole,0,0
0x4f52db56efd8b6a26da708955b7d8db52ae662a9b6d2f7ced73720eec1dcc482,4635037,Aquatic,4,"0,00131665","2,13",2023-09-17 19:29:58,0,0,0,1,False,eyes-gero,ears-nimo,back-goldfish,mouth-cute-bunny,horn-shoal-star,tail-nimo,0,0
0x13b2731adcef9bb8d15ae0b59a4846851eba0ab1219ef665965ee5a08324fcdb,5117416,Plant,0,"0,0009","1,46",2023-09-17 19:29:46,0,0,0,2,False,eyes-papi,ears-lotus,back-ronin,mouth-serious,horn-clamshell,tail-carrot,0,0
0xe1ec7f9994de0ea208469cf3a29a5e05d95469cef721986a4ec2eb8f961ad66e,11782235,Bug,4,"0,0015","2,43",2023-09-17 19:29:19,0,0,0,1,False,eyes-topaz,ears-inkling,back-garish-worm,mouth-square-teeth,horn-arco,tail-tadpole,0,0
0xf797e91ddc420e9dcfa1884bb266909dcb54bd6b94bdba5188109d8f6d6d33b3,11868958,Bug,5,"0,009821","15,92",2023-09-17 19:28:58,0,0,0,1,False,eyes-topaz,ears-innocent-lamb,back-garish-worm,mouth-square-teeth,horn-babylonia,tail-nimo,0,0
0xdd160f79050dc10400e354447fb35d3888a3e06eae1b02f59144b4c240d0f13e,425563,Aquatic,3,"0,00092328","1,5",2023-09-17 19:28:25,0,0,0,1,False,eyes-clear,ears-inkling,back-goldfish,mouth-risky-fish,horn-clamshell,tail-post-fight,0,0
0xe793a3ad7156bae9a4d0dea63168e874922ad1a291c06bc35123dfa3ab20dd85,8754646,Dusk,0,"0,0008","1,3",2023-09-17 19:28:19,0,0,0,1,False,eyes-sleepless,ears-ear-breathing,back-kingfisher,mouth-cute-bunny,horn-antenna,tail-nimo,0,0
0x84c273b742441c49297e4de33f232dadba769c7881d62d40a64e69767ed7d673,11822740,Plant,2,"0,0013","2,11",2023-09-17 19:27:52,0,0,0,1,False,eyes-bookworm,ears-leafy,back-hero,mouth-mosquito,horn-leaf-bug,tail-cottontail,0,0
0x5c89fbd63c64daea92368c344b74017dd596835b1aa2bcbb654eebc629ff1b74,430283,Plant,2,"0,00092016","1,49",2023-09-17 19:27:49,0,0,0,1,False,eyes-cucumber-slice,ears-clover,back-tri-spikes,mouth-zigzag,horn-cactus,tail-carrot,0,0
0x7c3424fcd0c51474ddeb5d60012034b2daa8431b67761e2e59d32a1e791b8690,11097813,Plant,3,"0,0025","4,05",2023-09-17 19:26:46,0,0,0,12,False,eyes-confused,ears-lotus,back-sandal,mouth-silence-whisper,horn-beech,tail-hot-butt,0,0
0xc7e2f03ccc60ef9abb0e69dacf8f7267c95b3eca810f878629238cd29cd207a9,8625861,Dusk,0,"0,02","32,42",2023-09-17 19:26:46,0,0,0,1,False,eyes-little-peas,ears-peace-maker,back-sandal,mouth-cute-bunny,horn-antenna,tail-fish-snack,0,0
0xacb19e3e4506b0dccaa772a92559a0f17617a5565e6bad45636a7159e122cbeb,11868550,Bird,5,"0,05753791","93,27",2023-09-17 19:26:10,0,0,0,1,False,eyes-clear,ears-leafy,back-buzz-buzz,mouth-square-teeth,horn-bamboo-shoot,tail-ranchu,0,0
0x1d183db41334351b11247991e7a55ccbd9f6990e9728885c8a99e760c5519326,376640,Plant,3,"0,00093781","1,52",2023-09-17 19:25:52,0,0,0,1,False,eyes-scar,ears-friezard,back-tri-spikes,mouth-serious,horn-scaly-spoon,tail-rice,0,0
0xf772fb47d085b05ea46e708a4f4d54061a7258fa5e55e65a2f0ad456a8bbeff7,11341347,Aquatic,0,"0,0022","3,57",2023-09-17 19:25:07,0,0,0,4,False,eyes-sleepless,ears-peace-maker,back-blue-moon,mouth-piranha,horn-shoal-star,tail-shrimp,0,0
0x026572079455d54e8c34c623f4c7b27a63a180d1aeedd6cdc6e9a251e4edcd64,11507647,Plant,0,"0,00119749","1,94",2023-09-17 19:24:25,0,0,0,1,False,eyes-scar,ears-clover,back-indian-star,mouth-catfish,horn-rose-bud,tail-tiny-dino,0,0
0xcfafd76f090677a78cdbb5361125f3c69e08c270267029d8ac4700714dae8ea5,11809317,Reptile,3,"0,002","3,24",2023-09-17 19:23:55,0,0,0,9,False,eyes-gecko,ears-seaslug,back-green-thorns,mouth-tiny-turtle,horn-watermelon,tail-potato-leaf,0,0
0xe625903129d63b61c60fb4541bd493ff86e4d50840ba256501b62e40997f4fcd,11787368,Bug,2,"0,00617","10,0",2023-09-17 19:23:43,0,0,0,10,False,eyes-neo,ears-inkling,back-raven,mouth-doubletalk,horn-shoal-star,tail-cottontail,0,0
0x7f97414c9acf5c642223aa2d31e2be617d17e627b1012676eb484ae5d6ddaa4b,3423003,Plant,3,"0,00109","1,77",2023-09-17 19:23:13,0,0,0,3,False,eyes-papi,ears-tassels,back-ronin,mouth-serious,horn-cactus,tail-hot-butt,0,0
0x248c94fb5623c807f77d7fbc36ea64a85e3e81c5d79307ee8cbd81d2ccc728d7,11811477,Plant,4,"0,009","14,59",2023-09-17 19:22:16,0,0,0,13,False,eyes-clear,ears-leafy,back-ronin,mouth-goda,horn-bamboo-shoot,tail-shrimp,0,0
0x63b2a15d783d3968606f6e7eb1c7ad238bcdee0fbcbc4bb4b5a2ddff60b643f7,477290,Aquatic,2,"0,00092328","1,5",2023-09-17 19:21:04,0,0,0,1,False,eyes-neo,ears-tiny-fan,back-goldfish,mouth-risky-fish,horn-shoal-star,tail-navaga,0,0
0xc22b9557363bf3f4dd114c4b54ff8cc7e23c6c193509e2d3c83de2f3f0e48934,2019279,Aquatic,2,"0,00099","1,6",2023-09-17 19:20:55,0,0,0,1,False,eyes-gero,ears-bubblemaker,back-goldfish,mouth-risky-fish,horn-clamshell,tail-grass-snake,0,0
0x56309bc685e31d746c9628d75a53d182bc52e25961607fe8e4eecce66241a7d0,11132778,Bird,0,"0,0017","2,76",2023-09-17 19:19:16,0,0,0,1,False,eyes-sleepless,ears-peace-maker,back-pigeon-post,mouth-little-owl,horn-eggshell,tail-post-fight,0,0
0x83f6e19d39ad987de880877d546194b015032ab4d9b44e0937e86479642f0787,3068163,Aquatic,2,"0,00099","1,6",2023-09-17 19:18:43,0,0,0,1,False,eyes-clear,ears-inkling,back-goldfish,mouth-hungry-bird,horn-shoal-star,tail-koi,0,0
0xefe0a1aa58e2bf9bafc2766a0c95429bc5a0419fae50002b43ddbecbd7b45a73,11853981,Mech,0,"0,0115","18,64",2023-09-17 19:18:10,0,0,0,1,False,eyes-tricky,ears-innocent-lamb,back-spiky-wing,mouth-silence-whisper,horn-scaly-spear,tail-ant,0,0
0xe08a872d7298e94b30f2cb15987de17c94cfee9f13a404c8181dce844c77a2a8,11732494,Aquatic,1,"0,00175","2,84",2023-09-17 19:18:07,0,0,0,1,False,eyes-topaz,ears-leaf-bug,back-raven,mouth-square-teeth,horn-wing-horn,tail-nimo,0,0
0xba9bc0b235b52f2cbf8991aafcc27c25ca89bf83dbaa6fa5f1bd2947240ce83b,5093141,Mech,1,"0,001699","2,75",2023-09-17 19:18:04,0,0,0,1,False,eyes-chubby,ears-nut-cracker,back-ronin,mouth-nut-cracker,horn-imp,tail-cottontail,0,0
0xe2f74abfac05802e50781df74aba4749492cc8528b90808ffc478362f9988348,11449466,Bird,4,"0,002","3,24",2023-09-17 19:17:55,0,0,0,1,False,eyes-mavis,ears-owl,back-pigeon-post,mouth-doubletalk,horn-trump,tail-feather-fan,0,0
0x04c358e65e2a4625c53f096b7f92ddbb63ee7409d2649b504e1d65acb968b207,5087424,Dusk,0,"0,0010719","1,74",2023-09-17 19:17:25,0,0,0,1,False,eyes-clear,ears-sidebarb,back-snail-shell,mouth-tiny-turtle,horn-lagging,tail-thorny-caterpillar,0,0
0x6450fe58ebbb0d3b0947a8a13fd99aed91986147f946b7e202b982827f6ee6b0,9900911,Reptile,1,"0,0025","4,05",2023-09-17 19:17:10,0,0,0,1,False,eyes-gecko,ears-friezard,back-tri-spikes,mouth-razor-bite,horn-cerastes,tail-tiny-dino,0,0
0x8e463f11bd8417f52daec8098ebe2885cfef052066ee61b91cfb2685284cb27e,11704184,Reptile,1,"0,00201","3,26",2023-09-17 19:16:40,0,0,0,1,False,eyes-scar,ears-curved-spine,back-red-ear,mouth-razor-bite,horn-cerastes,tail-tiny-dino,0,0
0xb12b260c042421a989c2993a0142297e314f784f350481954f244dcbbaafc67b,11764761,Bug,0,"0,00244","3,96",2023-09-17 19:16:01,0,0,0,9,False,eyes-topaz,ears-sakura,back-goldfish,mouth-axie-kiss,horn-shoal-star,tail-nimo,0,0
0xe1708864cbddb4455fec0d46206610252fadf1f5162af37e1f05753c55071313,11743125,Reptile,1,"0,0041","6,65",2023-09-17 19:15:43,0,0,0,9,True,eyes-neo,ears-inkling,back-sandal,mouth-doubletalk,horn-parasite,tail-tadpole,0,0
0xf3d6d74330daf348135307be81cac7ced8e4d7a7e1a8513f1fbc507204c1fa2c,3124867,Beast,1,"0,001199","1,94",2023-09-17 19:15:25,0,0,0,1,False,eyes-lucas,ears-leafy,back-hermit,mouth-pincer,horn-watermelon,tail-shiba,0,0
0x14bbfd774a5378f540db163bdbdfddedc42a0c9a0ee58a659346f30b0fd6370e,9483944,Dusk,0,"0,00238982","3,87",2023-09-17 19:15:10,0,0,0,1,False,eyes-mavis,ears-curved-spine,back-garish-worm,mouth-toothless-bite,horn-arco,tail-grass-snake,0,0
